t_out,v_out,t_in,v_in
0.0,-0.016,0.0,-1.04
1e-07,-0.008,1e-07,-1.08
2e-07,-0.024,2e-07,-1.08
3e-07,-0.016,3e-07,-1.04
4e-07,-0.016,4e-07,-1.04
5e-07,-0.024,5e-07,-1.08
6e-07,-0.016,6e-07,-1.08
7e-07,-0.024,7e-07,-1.04
8e-07,-0.024,8e-07,-1.12
9e-07,-0.032,9e-07,-1.08
1e-06,-0.032,1e-06,-1.08
1.1e-06,-0.024,1.1e-06,-1.04
1.2e-06,-0.032,1.2e-06,-1.04
1.3e-06,-0.032,1.3e-06,-1.08
1.4e-06,-0.032,1.4e-06,-1.08
1.5e-06,-0.032,1.5e-06,-1.08
1.6e-06,-0.04,1.6e-06,-1.04
1.7e-06,-0.048,1.7e-06,-1.12
1.8e-06,-0.04,1.8e-06,-1.08
1.9e-06,-0.04,1.9e-06,-1.0
2e-06,-0.048,2e-06,-1.08
2.1e-06,-0.04,2.1e-06,-1.04
2.2e-06,-0.04,2.2e-06,-1.04
2.3e-06,-0.056,2.3e-06,-1.08
2.4e-06,-0.048,2.4e-06,-1.04
2.5e-06,-0.048,2.5e-06,-1.08
2.6e-06,-0.056,2.6e-06,-1.04
2.7e-06,-0.056,2.7e-06,-1.04
2.8e-06,-0.048,2.8e-06,-1.04
2.9e-06,-0.048,2.9e-06,-1.04
3e-06,-0.064,3e-06,-1.04
3.1e-06,-0.056,3.1e-06,-1.08
3.2e-06,-0.056,3.2e-06,-1.08
3.3e-06,-0.064,3.3e-06,-1.12
3.4e-06,-0.056,3.4e-06,-1.04
3.5e-06,-0.064,3.5e-06,-1.08
3.6e-06,-0.064,3.6e-06,-1.08
3.7e-06,-0.064,3.7e-06,-1.04
3.8e-06,-0.064,3.8e-06,-1.08
3.9e-06,-0.072,3.9e-06,-1.04
4e-06,-0.072,4e-06,-1.04
4.1e-06,-0.08,4.1e-06,-1.04
4.2e-06,-0.08,4.2e-06,-1.04
4.3e-06,-0.08,4.3e-06,-1.08
4.4e-06,-0.08,4.4e-06,-1.08
4.5e-06,-0.072,4.5e-06,-1.08
4.6e-06,-0.08,4.6e-06,-1.0
4.7e-06,-0.08,4.7e-06,-1.12
4.8e-06,-0.08,4.8e-06,-1.08
4.9e-06,-0.08,4.9e-06,-1.08
5e-06,-0.088,5e-06,-1.04
5.1e-06,-0.088,5.1e-06,-1.04
5.2e-06,-0.096,5.2e-06,-1.12
5.3e-06,-0.088,5.3e-06,-1.08
5.4e-06,-0.096,5.4e-06,-1.08
5.5e-06,-0.096,5.5e-06,-1.04
5.6e-06,-0.088,5.6e-06,-1.08
5.7e-06,-0.088,5.7e-06,-1.08
5.8e-06,-0.104,5.8e-06,-1.04
5.9e-06,-0.104,5.9e-06,-1.08
6e-06,-0.104,6e-06,-1.04
6.1e-06,-0.104,6.1e-06,-1.04
6.2e-06,-0.112,6.2e-06,-1.04
6.3e-06,-0.104,6.3e-06,-1.12
6.4e-06,-0.104,6.4e-06,-1.08
6.5e-06,-0.112,6.5e-06,-1.08
6.6e-06,-0.112,6.6e-06,-1.08
6.7e-06,-0.112,6.7e-06,-1.04
6.8e-06,-0.12,6.8e-06,-1.04
6.9e-06,-0.12,6.9e-06,-1.0
7e-06,-0.12,7e-06,-1.04
7.1e-06,-0.112,7.1e-06,-1.04
7.2e-06,-0.112,7.2e-06,-1.04
7.3e-06,-0.112,7.3e-06,-1.08
7.4e-06,-0.128,7.4e-06,-1.04
7.5e-06,-0.12,7.5e-06,-1.08
7.6e-06,-0.128,7.6e-06,-1.0
7.7e-06,-0.136,7.7e-06,-1.08
7.8e-06,-0.128,7.8e-06,-1.04
7.9e-06,-0.128,7.9e-06,-1.04
8e-06,-0.12,8e-06,-1.04
8.1e-06,-0.128,8.1e-06,-1.08
8.2e-06,-0.128,8.2e-06,-1.04
8.3e-06,-0.144,8.3e-06,-1.04
8.4e-06,-0.136,8.4e-06,-1.04
8.5e-06,-0.144,8.5e-06,-1.04
8.6e-06,-0.144,8.6e-06,-1.04
8.7e-06,-0.144,8.7e-06,-1.08
8.8e-06,-0.136,8.8e-06,-1.08
8.9e-06,-0.144,8.9e-06,-1.04
9e-06,-0.144,9e-06,-1.0
9.1e-06,-0.152,9.1e-06,-1.0
9.2e-06,-0.152,9.2e-06,-1.04
9.3e-06,-0.144,9.3e-06,-1.04
9.4e-06,-0.152,9.4e-06,-1.04
9.5e-06,-0.144,9.5e-06,-1.04
9.6e-06,-0.152,9.6e-06,-1.08
9.7e-06,-0.152,9.7e-06,-1.08
9.8e-06,-0.144,9.8e-06,-1.12
9.9e-06,-0.152,9.9e-06,-1.04
1e-05,-0.16,1e-05,-1.08
1.01e-05,-0.16,1.01e-05,-1.08
1.02e-05,-0.16,1.02e-05,-1.08
1.03e-05,-0.16,1.03e-05,-1.04
1.04e-05,-0.16,1.04e-05,-1.08
1.05e-05,-0.16,1.05e-05,-1.0
1.06e-05,-0.16,1.06e-05,-1.08
1.07e-05,-0.16,1.07e-05,-1.04
1.08e-05,-0.168,1.08e-05,-1.08
1.09e-05,-0.168,1.09e-05,-1.04
1.1e-05,-0.176,1.1e-05,-1.08
1.11e-05,-0.16,1.11e-05,-1.04
1.12e-05,-0.176,1.12e-05,-1.08
1.13e-05,-0.176,1.13e-05,-1.08
1.14e-05,-0.16,1.14e-05,-1.08
1.15e-05,-0.168,1.15e-05,-1.04
1.16e-05,-0.176,1.16e-05,-1.12
1.17e-05,-0.176,1.17e-05,-1.08
1.18e-05,-0.176,1.18e-05,-1.04
1.19e-05,-0.176,1.19e-05,-1.08
1.2e-05,-0.176,1.2e-05,-1.04
1.21e-05,-0.184,1.21e-05,0.96
1.22e-05,-0.192,1.22e-05,0.96
1.23e-05,-0.176,1.23e-05,0.96
1.24e-05,-0.176,1.24e-05,0.92
1.25e-05,-0.168,1.25e-05,0.92
1.26e-05,-0.168,1.26e-05,0.96
1.27e-05,-0.16,1.27e-05,0.92
1.28e-05,-0.168,1.28e-05,1.0
1.29e-05,-0.16,1.29e-05,0.96
1.3e-05,-0.16,1.3e-05,1.0
1.31e-05,-0.16,1.31e-05,0.96
1.32e-05,-0.152,1.32e-05,1.0
1.33e-05,-0.16,1.33e-05,0.96
1.34e-05,-0.152,1.34e-05,0.96
1.35e-05,-0.144,1.35e-05,1.0
1.36e-05,-0.144,1.36e-05,0.96
1.37e-05,-0.144,1.37e-05,0.96
1.38e-05,-0.152,1.38e-05,0.96
1.39e-05,-0.136,1.39e-05,0.96
1.4e-05,-0.144,1.4e-05,0.96
1.41e-05,-0.144,1.41e-05,1.0
1.42e-05,-0.144,1.42e-05,0.96
1.43e-05,-0.144,1.43e-05,0.96
1.44e-05,-0.128,1.44e-05,0.96
1.45e-05,-0.136,1.45e-05,1.0
1.46e-05,-0.128,1.46e-05,0.96
1.47e-05,-0.12,1.47e-05,1.0
1.48e-05,-0.12,1.48e-05,0.96
1.49e-05,-0.12,1.49e-05,0.96
1.5e-05,-0.112,1.5e-05,1.0
1.51e-05,-0.128,1.51e-05,0.96
1.52e-05,-0.112,1.52e-05,0.96
1.53e-05,-0.112,1.53e-05,0.96
1.54e-05,-0.112,1.54e-05,0.92
1.55e-05,-0.112,1.55e-05,0.92
1.56e-05,-0.104,1.56e-05,1.0
1.57e-05,-0.104,1.57e-05,1.0
1.58e-05,-0.104,1.58e-05,0.96
1.59e-05,-0.104,1.59e-05,0.96
1.6e-05,-0.096,1.6e-05,0.92
1.61e-05,-0.104,1.61e-05,0.96
1.62e-05,-0.096,1.62e-05,0.96
1.63e-05,-0.096,1.63e-05,0.92
1.64e-05,-0.096,1.64e-05,0.92
1.65e-05,-0.088,1.65e-05,0.92
1.66e-05,-0.08,1.66e-05,0.96
1.67e-05,-0.08,1.67e-05,0.92
1.68e-05,-0.08,1.68e-05,1.0
1.69e-05,-0.08,1.69e-05,0.96
1.7e-05,-0.088,1.7e-05,0.92
1.71e-05,-0.072,1.71e-05,0.96
1.72e-05,-0.08,1.72e-05,0.96
1.73e-05,-0.08,1.73e-05,0.96
1.74e-05,-0.064,1.74e-05,0.96
1.75e-05,-0.072,1.75e-05,0.96
1.76e-05,-0.08,1.76e-05,0.96
1.77e-05,-0.072,1.77e-05,1.04
1.78e-05,-0.064,1.78e-05,0.96
1.79e-05,-0.056,1.79e-05,0.96
1.8e-05,-0.064,1.8e-05,0.96
1.81e-05,-0.064,1.81e-05,0.96
1.82e-05,-0.064,1.82e-05,0.96
1.83e-05,-0.056,1.83e-05,0.96
1.84e-05,-0.048,1.84e-05,0.96
1.85e-05,-0.048,1.85e-05,0.96
1.86e-05,-0.04,1.86e-05,1.0
1.87e-05,-0.048,1.87e-05,0.96
1.88e-05,-0.048,1.88e-05,0.96
1.89e-05,-0.048,1.89e-05,1.0
1.9e-05,-0.048,1.9e-05,1.0
1.91e-05,-0.04,1.91e-05,1.0
1.92e-05,-0.048,1.92e-05,0.96
1.93e-05,-0.04,1.93e-05,0.96
1.94e-05,-0.048,1.94e-05,0.96
1.95e-05,-0.04,1.95e-05,0.96
1.96e-05,-0.032,1.96e-05,0.96
1.97e-05,-0.032,1.97e-05,0.96
1.98e-05,-0.04,1.98e-05,0.96
1.99e-05,-0.032,1.99e-05,0.92
2e-05,-0.032,2e-05,0.92
2.01e-05,-0.032,2.01e-05,1.0
2.02e-05,-0.024,2.02e-05,0.96
2.03e-05,-0.024,2.03e-05,0.92
2.04e-05,-0.024,2.04e-05,0.96
2.05e-05,-0.016,2.05e-05,0.96
2.06e-05,-0.024,2.06e-05,0.96
2.07e-05,-0.016,2.07e-05,0.96
2.08e-05,-0.024,2.08e-05,1.0
2.09e-05,-0.008,2.09e-05,0.96
2.1e-05,-0.016,2.1e-05,1.0
2.11e-05,-0.016,2.11e-05,0.96
2.12e-05,-0.008,2.12e-05,0.96
2.13e-05,-0.008,2.13e-05,0.92
2.14e-05,-0.008,2.14e-05,0.96
2.15e-05,0.0,2.15e-05,0.96
2.16e-05,-0.008,2.16e-05,0.96
2.17e-05,0.008,2.17e-05,1.0
2.18e-05,0.0,2.18e-05,0.92
2.19e-05,0.008,2.19e-05,0.96
2.2e-05,0.008,2.2e-05,1.0
2.21e-05,0.008,2.21e-05,1.0
2.22e-05,0.008,2.22e-05,0.96
2.23e-05,0.008,2.23e-05,0.96
2.24e-05,0.008,2.24e-05,0.92
2.25e-05,0.008,2.25e-05,1.0
2.26e-05,0.024,2.26e-05,0.96
2.27e-05,0.016,2.27e-05,0.96
2.28e-05,0.024,2.28e-05,0.96
2.29e-05,0.016,2.29e-05,0.92
2.3e-05,0.024,2.3e-05,0.96
2.31e-05,0.024,2.31e-05,0.96
2.32e-05,0.032,2.32e-05,1.0
2.33e-05,0.032,2.33e-05,0.96
2.34e-05,0.032,2.34e-05,0.96
2.35e-05,0.032,2.35e-05,0.96
2.36e-05,0.032,2.36e-05,0.96
2.37e-05,0.032,2.37e-05,0.96
2.38e-05,0.032,2.38e-05,0.96
2.39e-05,0.032,2.39e-05,1.0
2.4e-05,0.04,2.4e-05,0.96
2.41e-05,0.032,2.41e-05,0.96
2.42e-05,0.04,2.42e-05,0.92
2.43e-05,0.04,2.43e-05,1.0
2.44e-05,0.048,2.44e-05,0.96
2.45e-05,0.048,2.45e-05,1.0
2.46e-05,0.048,2.46e-05,1.0
2.47e-05,0.048,2.47e-05,0.96
2.48e-05,0.056,2.48e-05,1.0
2.49e-05,0.048,2.49e-05,0.96
2.5e-05,0.056,2.5e-05,1.0
2.51e-05,0.056,2.51e-05,0.96
2.52e-05,0.064,2.52e-05,1.0
2.53e-05,0.056,2.53e-05,1.0
2.54e-05,0.064,2.54e-05,0.96
2.55e-05,0.064,2.55e-05,1.0
2.56e-05,0.064,2.56e-05,1.0
2.57e-05,0.064,2.57e-05,1.0
2.58e-05,0.072,2.58e-05,0.96
2.59e-05,0.064,2.59e-05,0.96
2.6e-05,0.064,2.6e-05,0.96
2.61e-05,0.072,2.61e-05,0.92
2.62e-05,0.08,2.62e-05,0.96
2.63e-05,0.072,2.63e-05,0.96
2.64e-05,0.072,2.64e-05,0.96
2.65e-05,0.072,2.65e-05,1.0
2.66e-05,0.08,2.66e-05,0.96
2.67e-05,0.08,2.67e-05,1.0
2.68e-05,0.08,2.68e-05,1.0
2.69e-05,0.088,2.69e-05,0.96
2.7e-05,0.08,2.7e-05,0.96
2.71e-05,0.088,2.71e-05,1.0
2.72e-05,0.096,2.72e-05,0.96
2.73e-05,0.088,2.73e-05,1.0
2.74e-05,0.088,2.74e-05,1.0
2.75e-05,0.08,2.75e-05,0.96
2.76e-05,0.096,2.76e-05,1.0
2.77e-05,0.088,2.77e-05,0.96
2.78e-05,0.104,2.78e-05,0.96
2.79e-05,0.096,2.79e-05,0.96
2.8e-05,0.096,2.8e-05,0.96
2.81e-05,0.104,2.81e-05,1.0
2.82e-05,0.104,2.82e-05,1.0
2.83e-05,0.096,2.83e-05,0.96
2.84e-05,0.104,2.84e-05,1.0
2.85e-05,0.112,2.85e-05,0.92
2.86e-05,0.104,2.86e-05,0.96
2.87e-05,0.104,2.87e-05,0.96
2.88e-05,0.112,2.88e-05,0.96
2.89e-05,0.112,2.89e-05,1.0
2.9e-05,0.112,2.9e-05,0.96
2.91e-05,0.112,2.91e-05,0.96
2.92e-05,0.112,2.92e-05,1.0
2.93e-05,0.128,2.93e-05,0.96
2.94e-05,0.12,2.94e-05,0.96
2.95e-05,0.12,2.95e-05,1.0
2.96e-05,0.128,2.96e-05,0.96
2.97e-05,0.128,2.97e-05,1.0
2.98e-05,0.136,2.98e-05,0.96
2.99e-05,0.128,2.99e-05,0.96
3e-05,0.128,3e-05,1.0
3.01e-05,0.128,3.01e-05,0.96
3.02e-05,0.136,3.02e-05,1.0
3.03e-05,0.144,3.03e-05,0.96
3.04e-05,0.136,3.04e-05,1.0
3.05e-05,0.136,3.05e-05,1.0
3.06e-05,0.136,3.06e-05,0.96
3.07e-05,0.136,3.07e-05,0.96
3.08e-05,0.136,3.08e-05,1.0
3.09e-05,0.144,3.09e-05,1.0
3.1e-05,0.152,3.1e-05,0.96
3.11e-05,0.144,3.11e-05,0.96
3.12e-05,0.144,3.12e-05,0.96
3.13e-05,0.144,3.13e-05,1.0
3.14e-05,0.144,3.14e-05,0.92
3.15e-05,0.152,3.15e-05,0.96
3.16e-05,0.16,3.16e-05,0.96
3.17e-05,0.152,3.17e-05,1.0
3.18e-05,0.16,3.18e-05,1.0
3.19e-05,0.16,3.19e-05,1.0
3.2e-05,0.152,3.2e-05,0.96
3.21e-05,0.16,3.21e-05,0.96
3.22e-05,0.16,3.22e-05,0.96
3.23e-05,0.152,3.23e-05,0.96
3.24e-05,0.168,3.24e-05,1.0
3.25e-05,0.16,3.25e-05,0.96
3.26e-05,0.168,3.26e-05,0.96
3.27e-05,0.168,3.27e-05,0.96
3.28e-05,0.176,3.28e-05,0.96
3.29e-05,0.168,3.29e-05,0.96
3.3e-05,0.176,3.3e-05,0.96
3.31e-05,0.176,3.31e-05,0.96
3.32e-05,0.184,3.32e-05,1.0
3.33e-05,0.176,3.33e-05,0.92
3.34e-05,0.176,3.34e-05,1.0
3.35e-05,0.184,3.35e-05,0.96
3.36e-05,0.176,3.36e-05,0.96
3.37e-05,0.184,3.37e-05,0.96
3.38e-05,0.176,3.38e-05,1.0
3.39e-05,0.176,3.39e-05,0.96
3.4e-05,0.176,3.4e-05,1.0
3.41e-05,0.184,3.41e-05,0.96
3.42e-05,0.192,3.42e-05,0.96
3.43e-05,0.184,3.43e-05,1.0
3.44e-05,0.192,3.44e-05,0.96
3.45e-05,0.184,3.45e-05,1.0
3.46e-05,0.192,3.46e-05,1.0
3.47e-05,0.2,3.47e-05,0.96
3.48e-05,0.2,3.48e-05,1.0
3.49e-05,0.192,3.49e-05,0.96
3.5e-05,0.2,3.5e-05,1.0
3.51e-05,0.2,3.51e-05,1.0
3.52e-05,0.208,3.52e-05,0.96
3.53e-05,0.208,3.53e-05,0.96
3.54e-05,0.208,3.54e-05,0.96
3.55e-05,0.216,3.55e-05,1.0
3.56e-05,0.208,3.56e-05,0.96
3.57e-05,0.208,3.57e-05,0.96
3.58e-05,0.216,3.58e-05,1.0
3.59e-05,0.208,3.59e-05,1.0
3.6e-05,0.208,3.6e-05,0.96
3.61e-05,0.216,3.61e-05,0.96
3.62e-05,0.216,3.62e-05,0.96
3.63e-05,0.208,3.63e-05,0.96
3.64e-05,0.224,3.64e-05,1.0
3.65e-05,0.216,3.65e-05,1.0
3.66e-05,0.216,3.66e-05,0.96
3.67e-05,0.224,3.67e-05,1.04
3.68e-05,0.224,3.68e-05,0.96
3.69e-05,0.216,3.69e-05,0.96
3.7e-05,0.224,3.7e-05,1.0
3.71e-05,0.224,3.71e-05,-1.04
3.72e-05,0.232,3.72e-05,-1.08
3.73e-05,0.216,3.73e-05,-1.04
3.74e-05,0.208,3.74e-05,-1.04
3.75e-05,0.224,3.75e-05,-1.0
3.76e-05,0.208,3.76e-05,-1.04
3.77e-05,0.216,3.77e-05,-1.04
3.78e-05,0.208,3.78e-05,-1.12
3.79e-05,0.2,3.79e-05,-1.04
3.8e-05,0.208,3.8e-05,-1.08
3.81e-05,0.2,3.81e-05,-1.08
3.82e-05,0.192,3.82e-05,-1.08
3.83e-05,0.2,3.83e-05,-1.08
3.84e-05,0.192,3.84e-05,-1.04
3.85e-05,0.2,3.85e-05,-1.04
3.86e-05,0.184,3.86e-05,-1.0
3.87e-05,0.192,3.87e-05,-1.04
3.88e-05,0.192,3.88e-05,-1.04
3.89e-05,0.184,3.89e-05,-1.0
3.9e-05,0.176,3.9e-05,-1.04
3.91e-05,0.176,3.91e-05,-1.08
3.92e-05,0.176,3.92e-05,-1.04
3.93e-05,0.176,3.93e-05,-1.08
3.94e-05,0.184,3.94e-05,-1.04
3.95e-05,0.176,3.95e-05,-1.08
3.96e-05,0.16,3.96e-05,-1.04
3.97e-05,0.168,3.97e-05,-1.08
3.98e-05,0.168,3.98e-05,-1.08
3.99e-05,0.16,3.99e-05,-1.0
4e-05,0.168,4e-05,-1.04
4.01e-05,0.16,4.01e-05,-1.08
4.02e-05,0.16,4.02e-05,-1.04
4.03e-05,0.152,4.03e-05,-1.08
4.04e-05,0.16,4.04e-05,-1.04
4.05e-05,0.144,4.05e-05,-1.08
4.06e-05,0.144,4.06e-05,-1.04
4.07e-05,0.144,4.07e-05,-1.04
4.08e-05,0.152,4.08e-05,-1.08
4.09e-05,0.152,4.09e-05,-1.04
4.1e-05,0.144,4.1e-05,-1.04
4.11e-05,0.136,4.11e-05,-1.08
4.12e-05,0.136,4.12e-05,-1.04
4.13e-05,0.144,4.13e-05,-1.04
4.14e-05,0.128,4.14e-05,-1.04
4.15e-05,0.136,4.15e-05,-1.0
4.16e-05,0.128,4.16e-05,-1.04
4.17e-05,0.136,4.17e-05,-1.04
4.18e-05,0.128,4.18e-05,-1.04
4.19e-05,0.128,4.19e-05,-1.08
4.2e-05,0.12,4.2e-05,-1.08
4.21e-05,0.112,4.21e-05,-1.08
4.22e-05,0.112,4.22e-05,-1.08
4.23e-05,0.12,4.23e-05,-1.04
4.24e-05,0.12,4.24e-05,-1.04
4.25e-05,0.112,4.25e-05,-1.04
4.26e-05,0.112,4.26e-05,-1.08
4.27e-05,0.112,4.27e-05,-1.04
4.28e-05,0.104,4.28e-05,-1.08
4.29e-05,0.104,4.29e-05,-1.08
4.3e-05,0.104,4.3e-05,-1.04
4.31e-05,0.112,4.31e-05,-1.08
4.32e-05,0.104,4.32e-05,-1.04
4.33e-05,0.096,4.33e-05,-1.08
4.34e-05,0.096,4.34e-05,-1.08
4.35e-05,0.096,4.35e-05,-1.08
4.36e-05,0.104,4.36e-05,-1.08
4.37e-05,0.088,4.37e-05,-1.04
4.38e-05,0.088,4.38e-05,-1.04
4.39e-05,0.08,4.39e-05,-1.04
4.4e-05,0.08,4.4e-05,-1.08
4.41e-05,0.088,4.41e-05,-1.04
4.42e-05,0.088,4.42e-05,-1.04
4.43e-05,0.08,4.43e-05,-1.08
4.44e-05,0.08,4.44e-05,-1.0
4.45e-05,0.088,4.45e-05,-1.08
4.46e-05,0.072,4.46e-05,-1.04
4.47e-05,0.072,4.47e-05,-1.04
4.48e-05,0.08,4.48e-05,-1.04
4.49e-05,0.072,4.49e-05,-1.0
4.5e-05,0.064,4.5e-05,-1.04
4.51e-05,0.064,4.51e-05,-1.08
4.52e-05,0.072,4.52e-05,-1.08
4.53e-05,0.072,4.53e-05,-1.08
4.54e-05,0.056,4.54e-05,-1.04
4.55e-05,0.056,4.55e-05,-1.04
4.56e-05,0.064,4.56e-05,-1.0
4.57e-05,0.056,4.57e-05,-1.04
4.58e-05,0.056,4.58e-05,-1.08
4.59e-05,0.048,4.59e-05,-1.12
4.6e-05,0.056,4.6e-05,-1.08
4.61e-05,0.048,4.61e-05,-1.08
4.62e-05,0.048,4.62e-05,-1.04
4.63e-05,0.04,4.63e-05,-1.12
4.64e-05,0.048,4.64e-05,-1.04
4.65e-05,0.048,4.65e-05,-1.08
4.66e-05,0.048,4.66e-05,-1.04
4.67e-05,0.04,4.67e-05,-1.04
4.68e-05,0.04,4.68e-05,-1.08
4.69e-05,0.04,4.69e-05,-1.08
4.7e-05,0.032,4.7e-05,-1.0
4.71e-05,0.032,4.71e-05,-1.08
4.72e-05,0.032,4.72e-05,-1.08
4.73e-05,0.024,4.73e-05,-1.08
4.74e-05,0.024,4.74e-05,-1.0
4.75e-05,0.032,4.75e-05,-1.04
4.76e-05,0.032,4.76e-05,-1.0
4.77e-05,0.024,4.77e-05,-1.12
4.78e-05,0.024,4.78e-05,-0.96
4.79e-05,0.024,4.79e-05,-1.08
4.8e-05,0.024,4.8e-05,-1.08
4.81e-05,0.016,4.81e-05,-1.04
4.82e-05,0.016,4.82e-05,-1.08
4.83e-05,0.008,4.83e-05,-1.12
4.84e-05,0.016,4.84e-05,-1.12
4.85e-05,0.008,4.85e-05,-1.04
4.86e-05,0.008,4.86e-05,-1.08
4.87e-05,0.008,4.87e-05,-1.08
4.88e-05,0.0,4.88e-05,-1.08
4.89e-05,0.016,4.89e-05,-1.04
4.9e-05,0.0,4.9e-05,-1.04
4.91e-05,0.008,4.91e-05,-1.08
4.92e-05,-0.008,4.92e-05,-1.08
4.93e-05,0.0,4.93e-05,-1.12
4.94e-05,-0.008,4.94e-05,-1.04
4.95e-05,0.008,4.95e-05,-1.04
4.96e-05,-0.008,4.96e-05,-1.08
4.97e-05,0.0,4.97e-05,-1.12
4.98e-05,-0.008,4.98e-05,-1.04
4.99e-05,-0.016,4.99e-05,-1.08
5e-05,-0.008,5e-05,-1.08
5.01e-05,-0.008,5.01e-05,-1.0
5.02e-05,-0.016,5.02e-05,-1.08
5.03e-05,-0.008,5.03e-05,-1.04
5.04e-05,-0.016,5.04e-05,-1.08
5.05e-05,-0.024,5.05e-05,-1.08
5.06e-05,-0.024,5.06e-05,-1.08
5.07e-05,-0.024,5.07e-05,-1.08
5.08e-05,-0.024,5.08e-05,-1.08
5.09e-05,-0.024,5.09e-05,-1.08
5.1e-05,-0.024,5.1e-05,-1.08
5.11e-05,-0.032,5.11e-05,-1.0
5.12e-05,-0.04,5.12e-05,-1.08
5.13e-05,-0.032,5.13e-05,-1.08
5.14e-05,-0.032,5.14e-05,-1.08
5.15e-05,-0.032,5.15e-05,-1.08
5.16e-05,-0.032,5.16e-05,-1.08
5.17e-05,-0.024,5.17e-05,-1.08
5.18e-05,-0.048,5.18e-05,-1.12
5.19e-05,-0.04,5.19e-05,-1.08
5.2e-05,-0.04,5.2e-05,-1.08
5.21e-05,-0.048,5.21e-05,-1.12
5.22e-05,-0.048,5.22e-05,-1.04
5.23e-05,-0.04,5.23e-05,-1.08
5.24e-05,-0.048,5.24e-05,-1.04
5.25e-05,-0.048,5.25e-05,-1.08
5.26e-05,-0.056,5.26e-05,-1.08
5.27e-05,-0.048,5.27e-05,-1.08
5.28e-05,-0.056,5.28e-05,-1.12
5.29e-05,-0.056,5.29e-05,-1.04
5.3e-05,-0.056,5.3e-05,-1.04
5.31e-05,-0.064,5.31e-05,-1.08
5.32e-05,-0.064,5.32e-05,-1.08
5.33e-05,-0.056,5.33e-05,-1.04
5.34e-05,-0.064,5.34e-05,-1.08
5.35e-05,-0.064,5.35e-05,-1.08
5.36e-05,-0.072,5.36e-05,-1.08
5.37e-05,-0.08,5.37e-05,-1.04
5.38e-05,-0.08,5.38e-05,-1.0
5.39e-05,-0.072,5.39e-05,-1.04
5.4e-05,-0.072,5.4e-05,-1.04
5.41e-05,-0.072,5.41e-05,-1.08
5.42e-05,-0.072,5.42e-05,-1.04
5.43e-05,-0.072,5.43e-05,-1.04
5.44e-05,-0.08,5.44e-05,-1.08
5.45e-05,-0.072,5.45e-05,-1.04
5.46e-05,-0.08,5.46e-05,-1.0
5.47e-05,-0.088,5.47e-05,-1.12
5.48e-05,-0.08,5.48e-05,-1.04
5.49e-05,-0.08,5.49e-05,-1.04
5.5e-05,-0.088,5.5e-05,-1.08
5.51e-05,-0.088,5.51e-05,-1.04
5.52e-05,-0.088,5.52e-05,-1.04
5.53e-05,-0.08,5.53e-05,-1.08
5.54e-05,-0.096,5.54e-05,-1.08
5.55e-05,-0.096,5.55e-05,-1.04
5.56e-05,-0.096,5.56e-05,-1.08
5.57e-05,-0.096,5.57e-05,-1.08
5.58e-05,-0.096,5.58e-05,-1.12
5.59e-05,-0.104,5.59e-05,-1.08
5.6e-05,-0.104,5.6e-05,-1.08
5.61e-05,-0.104,5.61e-05,-1.08
5.62e-05,-0.104,5.62e-05,-1.04
5.63e-05,-0.104,5.63e-05,-1.08
5.64e-05,-0.104,5.64e-05,-1.04
5.65e-05,-0.104,5.65e-05,-1.04
5.66e-05,-0.112,5.66e-05,-1.08
5.67e-05,-0.112,5.67e-05,-1.08
5.68e-05,-0.104,5.68e-05,-1.08
5.69e-05,-0.112,5.69e-05,-1.04
5.7e-05,-0.112,5.7e-05,-1.08
5.71e-05,-0.12,5.71e-05,-1.04
5.72e-05,-0.128,5.72e-05,-1.08
5.73e-05,-0.112,5.73e-05,-1.08
5.74e-05,-0.128,5.74e-05,-1.08
5.75e-05,-0.112,5.75e-05,-1.04
5.76e-05,-0.112,5.76e-05,-1.08
5.77e-05,-0.12,5.77e-05,-1.08
5.78e-05,-0.128,5.78e-05,-1.04
5.79e-05,-0.128,5.79e-05,-1.04
5.8e-05,-0.128,5.8e-05,-1.12
5.81e-05,-0.128,5.81e-05,-1.04
5.82e-05,-0.128,5.82e-05,-1.04
5.83e-05,-0.128,5.83e-05,-1.08
5.84e-05,-0.128,5.84e-05,-1.08
5.85e-05,-0.128,5.85e-05,-1.08
5.86e-05,-0.136,5.86e-05,-1.04
5.87e-05,-0.136,5.87e-05,-1.04
5.88e-05,-0.144,5.88e-05,-1.04
5.89e-05,-0.144,5.89e-05,-1.04
5.9e-05,-0.136,5.9e-05,-1.04
5.91e-05,-0.144,5.91e-05,-1.08
5.92e-05,-0.144,5.92e-05,-1.08
5.93e-05,-0.144,5.93e-05,-1.08
5.94e-05,-0.152,5.94e-05,-1.08
5.95e-05,-0.144,5.95e-05,-1.08
5.96e-05,-0.152,5.96e-05,-1.08
5.97e-05,-0.144,5.97e-05,-1.04
5.98e-05,-0.152,5.98e-05,-1.04
5.99e-05,-0.152,5.99e-05,-1.08
6e-05,-0.152,6e-05,-1.0
6.01e-05,-0.16,6.01e-05,-1.04
6.02e-05,-0.152,6.02e-05,-1.08
6.03e-05,-0.16,6.03e-05,-1.08
6.04e-05,-0.16,6.04e-05,-1.08
6.05e-05,-0.168,6.05e-05,-1.04
6.06e-05,-0.152,6.06e-05,-1.04
6.07e-05,-0.168,6.07e-05,-1.04
